Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"TWIST2"	"4.5"	"ARCHS4 Coexpression,5;GTEx Coexpression,4"	"ZBTB47,IL1R1,CD109,LAMC1"
"gene_set_query"	"2"	"TBX3"	"36.5"	"Literature ChIP-seq,111;ARCHS4 Coexpression,15;Enrichr Queries,6;GTEx Coexpression,14"	"IL1R1,PLK2,ID2,ID1,SH3BP5,SNAI1,PHACTR2,LAMC1"
"gene_set_query"	"3"	"FOXD1"	"39.5"	"ARCHS4 Coexpression,48;GTEx Coexpression,31"	"CD109,NT5DC2,LAMC1"
"gene_set_query"	"4"	"ZNF469"	"50.0"	"ARCHS4 Coexpression,35;GTEx Coexpression,65"	"ZBTB47,CD109,LAMC1"
"gene_set_query"	"5"	"TWIST1"	"52.0"	"ARCHS4 Coexpression,10;Enrichr Queries,152;ReMap ChIP-seq,28;GTEx Coexpression,18"	"IL1R1,CD109,ID2,PLK2,ID1,SNAI1,LAMC1,CLU"
"gene_set_query"	"6"	"MEIS2"	"58.5"	"ARCHS4 Coexpression,66;Enrichr Queries,33;ReMap ChIP-seq,23;GTEx Coexpression,112"	"IL1R1,ID2,PLK2,ID1,STON1,SH3BP5,LAMC1,CLU,RTL5,ADGRL3"
"gene_set_query"	"7"	"SNAI2"	"62.25"	"ARCHS4 Coexpression,4;Enrichr Queries,8;ReMap ChIP-seq,211;GTEx Coexpression,26"	"IL1R1,CD109,PLK2,ID2,ID1,LAMC1,CLU"
"gene_set_query"	"8"	"PPARG"	"78.2"	"Literature ChIP-seq,97;ARCHS4 Coexpression,155;Enrichr Queries,47;ReMap ChIP-seq,13;GTEx Coexpression,79"	"IL1R1,PLK2,ID2,CD109,ID1,HSPA2,PTGR1,VSIG10L,CLU,RTL5,ADGRL3"
"gene_set_query"	"9"	"ELK3"	"78.25"	"Literature ChIP-seq,65;ARCHS4 Coexpression,96;Enrichr Queries,150;GTEx Coexpression,2"	"ZBTB47,IL1R1,CD109,PLK2,ID2,ID1,SNAI1,LAMC1,VSIG10L"
"gene_set_query"	"10"	"ZNF575"	"84.33"	"ARCHS4 Coexpression,148;Enrichr Queries,13;GTEx Coexpression,92"	"IL1R1,PLK2,ID2,ID1,HSPA2,RTL5,ADGRL3"
"gene_set_query"	"11"	"ZNF697"	"86.33"	"ARCHS4 Coexpression,97;Enrichr Queries,156;GTEx Coexpression,6"	"IL1R1,CD109,PLK2,ID2,NT5DC2,ID1,LAMC1,CLU"
"gene_set_query"	"12"	"ZHX3"	"93.33"	"ARCHS4 Coexpression,12;Enrichr Queries,225;GTEx Coexpression,43"	"ZBTB47,PLK2,ID2,ID1,STON1,LAMC1,CLU"
"gene_set_query"	"13"	"TEAD3"	"98.33"	"ARCHS4 Coexpression,45;Enrichr Queries,19;GTEx Coexpression,231"	"PLK2,ID2,NT5DC2,ID1,STON1,LAMC1,CLU"
"gene_set_query"	"14"	"FOXS1"	"99.33"	"ARCHS4 Coexpression,170;Enrichr Queries,66;GTEx Coexpression,62"	"IL1R1,ID2,PLK2,ID1,SNAI1,LAMC1"
"gene_set_query"	"15"	"ZNF275"	"102.3"	"ARCHS4 Coexpression,216;Enrichr Queries,86;GTEx Coexpression,5"	"ID2,ID1,SH3BP5,ST8SIA5,PHACTR2,LAMC1,CLU"
"gene_set_query"	"16"	"HOXD8"	"110.7"	"ARCHS4 Coexpression,30;Enrichr Queries,275;GTEx Coexpression,27"	"CD109,ID1,SH3BP5,LAMC1,HSPA2,CLU"
"gene_set_query"	"17"	"NACC2"	"112.0"	"ARCHS4 Coexpression,160;GTEx Coexpression,64"	"ZBTB47,ADGRL3"
"gene_set_query"	"18"	"TEAD2"	"112.3"	"ARCHS4 Coexpression,19;Enrichr Queries,32;ReMap ChIP-seq,57;GTEx Coexpression,341"	"ZBTB47,PLK2,ID2,NT5DC2,CYP2S1,ID1,STON1,SH3BP5,LAMC1"
"gene_set_query"	"19"	"HIF1A"	"117.8"	"Literature ChIP-seq,148;ARCHS4 Coexpression,16;Enrichr Queries,184;ReMap ChIP-seq,212;GTEx Coexpression,29"	"IL1R1,CD109,PLK2,ID2,ID1,LAMC1,CLU"
"gene_set_query"	"20"	"SMAD3"	"119.0"	"Literature ChIP-seq,58;ARCHS4 Coexpression,182;Enrichr Queries,4;ReMap ChIP-seq,94;GTEx Coexpression,257"	"IL1R1,PLK2,ID2,CD109,ID1,SNAI1,LAMC1,CLU"
"gene_set_query"	"21"	"L3MBTL3"	"121.0"	"ARCHS4 Coexpression,119;GTEx Coexpression,123"	"SH3BP5,PHACTR2"
"gene_set_query"	"22"	"ZNF436"	"122.7"	"ARCHS4 Coexpression,109;Enrichr Queries,16;GTEx Coexpression,243"	"PLK2,ID2,ID1,LAMC1,VSIG10L,CLU,ADGRL3"
"gene_set_query"	"23"	"EPAS1"	"125.0"	"ARCHS4 Coexpression,58;Enrichr Queries,2;ReMap ChIP-seq,123;GTEx Coexpression,317"	"IL1R1,CD109,ID2,PLK2,ID1,LAMC1,CLU"
"gene_set_query"	"24"	"SKIL"	"125.7"	"ARCHS4 Coexpression,146;Enrichr Queries,208;GTEx Coexpression,23"	"PLK2,ID2,ID1,SNAI1,PHACTR2,CLU"
"gene_set_query"	"25"	"ZNF468"	"126.7"	"ARCHS4 Coexpression,26;Enrichr Queries,77;GTEx Coexpression,277"	"ZBTB47,PLK2,ID2,ID1,PHACTR2,CLU"
"gene_set_query"	"26"	"RARB"	"129.0"	"Literature ChIP-seq,122;ARCHS4 Coexpression,14;Enrichr Queries,261;GTEx Coexpression,119"	"PLK2,ID2,ID1,STON1,LAMC1,PLXNC1,PTGR1"
"gene_set_query"	"27"	"FOSL2"	"133.2"	"ARCHS4 Coexpression,323;ENCODE ChIP-seq,7;Enrichr Queries,50;ReMap ChIP-seq,17;GTEx Coexpression,269"	"IL1R1,CD109,ID2,PLK2,ID1,SH3BP5,CLU"
"gene_set_query"	"28"	"GATA6"	"133.2"	"Literature ChIP-seq,37;ARCHS4 Coexpression,424;Enrichr Queries,143;ReMap ChIP-seq,3;GTEx Coexpression,59"	"IL1R1,CYP2S1,PLK2,ID2,ID1,SNAI1,PHACTR2,ABHD6,LAMC1,PTGR1,CLU,VSIG10L"
"gene_set_query"	"29"	"ZNF853"	"135.5"	"ARCHS4 Coexpression,135;GTEx Coexpression,136"	"ZBTB47"
"gene_set_query"	"30"	"PBX3"	"138.0"	"ARCHS4 Coexpression,327;ENCODE ChIP-seq,58;Enrichr Queries,17;ReMap ChIP-seq,81;GTEx Coexpression,207"	"IL1R1,ID2,PLK2,ID1,STON1,LAMC1,PLXNC1,HSPA2,ADGRL3"
"gene_set_query"	"31"	"ZNF641"	"139.3"	"ARCHS4 Coexpression,313;Enrichr Queries,67;GTEx Coexpression,38"	"ID2,ID1,SH3BP5,PHACTR2,PLXNC1"
"gene_set_query"	"32"	"ETV4"	"140.8"	"ARCHS4 Coexpression,68;Enrichr Queries,162;ReMap ChIP-seq,88;GTEx Coexpression,245"	"CD109,ID2,PLK2,CYP2S1,NT5DC2,ID1,VSIG10L,CLU"
"gene_set_query"	"33"	"NR4A3"	"144.0"	"ARCHS4 Coexpression,336;Enrichr Queries,39;GTEx Coexpression,57"	"IL1R1,PLK2,ID2,ID1,SNAI1,SH3BP5,CLU"
"gene_set_query"	"34"	"ZEB1"	"145.6"	"ARCHS4 Coexpression,428;ENCODE ChIP-seq,33;Enrichr Queries,34;ReMap ChIP-seq,223;GTEx Coexpression,10"	"IL1R1,PLK2,ID2,ID1,STON1,LAMC1,CLU,ADGRL3"
"gene_set_query"	"35"	"HOXA2"	"151.0"	"Literature ChIP-seq,162;ARCHS4 Coexpression,57;Enrichr Queries,296;GTEx Coexpression,89"	"ID2,NT5DC2,ID1,STON1,SNAI1,LAMC1"
"gene_set_query"	"36"	"NANOG"	"151.5"	"Literature ChIP-seq,13;ARCHS4 Coexpression,262;ENCODE ChIP-seq,20;Enrichr Queries,454;ReMap ChIP-seq,38;GTEx Coexpression,122"	"CYP2S1,ID2,ID1,SNAI1,PHACTR2,PLXNC1"
"gene_set_query"	"37"	"TEAD4"	"151.7"	"Literature ChIP-seq,66;ARCHS4 Coexpression,88;ENCODE ChIP-seq,16;Enrichr Queries,120;ReMap ChIP-seq,79;GTEx Coexpression,541"	"ID2,PLK2,CYP2S1,NT5DC2,ID1,SNAI1,PHACTR2,LAMC1,CLU,IL12RB2,ADGRL3"
"gene_set_query"	"38"	"SNAI1"	"151.7"	"ARCHS4 Coexpression,85;Enrichr Queries,329;GTEx Coexpression,41"	"IL1R1,PLK2,ID2,ID1"
"gene_set_query"	"39"	"SALL2"	"151.7"	"ARCHS4 Coexpression,71;Enrichr Queries,113;GTEx Coexpression,271"	"PLK2,ID2,CYP2S1,NT5DC2,ID1,RTL5,CLU"
"gene_set_query"	"40"	"HSF4"	"152.7"	"ARCHS4 Coexpression,163;Enrichr Queries,224;GTEx Coexpression,71"	"ZBTB47,ID2,ID1,HSPA2,RTL5,CLU"
"gene_set_query"	"41"	"NFIL3"	"154.0"	"ARCHS4 Coexpression,361;Enrichr Queries,48;GTEx Coexpression,53"	"IL1R1,PLK2,ID2,ID1,SNAI1,SH3BP5,CLU"
"gene_set_query"	"42"	"PRRX2"	"160.7"	"ARCHS4 Coexpression,38;Enrichr Queries,363;GTEx Coexpression,81"	"IL1R1,CD109,ID2,ID1,SNAI1,LAMC1"
"gene_set_query"	"43"	"TEAD1"	"161.5"	"ARCHS4 Coexpression,172;Enrichr Queries,356;ReMap ChIP-seq,73;GTEx Coexpression,45"	"PLK2,ID1,STON1,LAMC1,CLU"
"gene_set_query"	"44"	"NFATC4"	"163.3"	"ARCHS4 Coexpression,52;Enrichr Queries,196;GTEx Coexpression,242"	"ID2,NT5DC2,ID1,STON1,LAMC1,CLU"
"gene_set_query"	"45"	"MSX2"	"166.0"	"ARCHS4 Coexpression,417;Enrichr Queries,45;GTEx Coexpression,36"	"CD109,ID2,PLK2,ID1,SNAI1,CLU"
"gene_set_query"	"46"	"ZNF117"	"167.3"	"ARCHS4 Coexpression,348;Enrichr Queries,56;GTEx Coexpression,98"	"PLK2,ID2,ID1,PHACTR2,CLU,ADGRL3"
"gene_set_query"	"47"	"NR5A1"	"171.0"	"ARCHS4 Coexpression,196;Enrichr Queries,295;GTEx Coexpression,22"	"ID2,ID1,SH3BP5,ST8SIA5,PHACTR2,CLU"
"gene_set_query"	"48"	"PBX1"	"171.0"	"Literature ChIP-seq,127;ARCHS4 Coexpression,379;Enrichr Queries,15;GTEx Coexpression,163"	"IL1R1,PLK2,ID2,ID1,STON1,LAMC1,CLU,ADGRL3"
"gene_set_query"	"49"	"FOXC1"	"171.3"	"ARCHS4 Coexpression,394;Enrichr Queries,42;GTEx Coexpression,78"	"ID2,PLK2,NT5DC2,ID1,LAMC1,CLU"
"gene_set_query"	"50"	"DACH1"	"171.7"	"Literature ChIP-seq,48;ARCHS4 Coexpression,466;Enrichr Queries,1"	"PLK2,ID2,NT5DC2,ID1,SNAI1,PLXNC1,CLU,ADGRL3"
"gene_set_query"	"51"	"TSC22D1"	"173.3"	"ARCHS4 Coexpression,238;Enrichr Queries,121;GTEx Coexpression,161"	"PLK2,ID2,ID1,CLU,ADGRL3"
"gene_set_query"	"52"	"TCF21"	"179.5"	"Literature ChIP-seq,21;ARCHS4 Coexpression,11;Enrichr Queries,318;GTEx Coexpression,368"	"ZBTB47,IL1R1,ID2,ID1,LAMC1,PTGR1,CLU"
"gene_set_query"	"53"	"SOX17"	"182.5"	"Literature ChIP-seq,101;ARCHS4 Coexpression,8;Enrichr Queries,424;GTEx Coexpression,197"	"CYP2S1,ID1,SNAI1,LAMC1,CLU"
"gene_set_query"	"54"	"POU4F1"	"185.7"	"ARCHS4 Coexpression,78;Enrichr Queries,281;GTEx Coexpression,198"	"ID2,NT5DC2,ID1,PLXNC1,IL12RB2,ADGRL3"
"gene_set_query"	"55"	"NKX26"	"189.5"	"ARCHS4 Coexpression,156;GTEx Coexpression,223"	"NT5DC2,LAMC1"
"gene_set_query"	"56"	"HMGA2"	"192.3"	"ARCHS4 Coexpression,56;Enrichr Queries,403;GTEx Coexpression,118"	"CD109,PLK2,ID2,NT5DC2,ID1,LAMC1"
"gene_set_query"	"57"	"HOXC6"	"195.0"	"ARCHS4 Coexpression,353;Enrichr Queries,200;GTEx Coexpression,32"	"CD109,PLK2,ID2,ID1,LAMC1,CLU"
"gene_set_query"	"58"	"ZNF358"	"196.0"	"ARCHS4 Coexpression,152;Enrichr Queries,367;GTEx Coexpression,69"	"ZBTB47,ID2,ID1,LAMC1"
"gene_set_query"	"59"	"FOXA1"	"196.8"	"Literature ChIP-seq,61;ARCHS4 Coexpression,434;ENCODE ChIP-seq,41;Enrichr Queries,335;ReMap ChIP-seq,69;GTEx Coexpression,241"	"CYP2S1,ID2,PLK2,ID1,STON1,LAMC1,HSPA2,PLXNC1,PTGR1,CLU"
"gene_set_query"	"60"	"FLYWCH1"	"198.5"	"ARCHS4 Coexpression,177;GTEx Coexpression,220"	"ZBTB47,RTL5"
"gene_set_query"	"61"	"EBF1"	"200.4"	"ARCHS4 Coexpression,300;ENCODE ChIP-seq,73;Enrichr Queries,298;ReMap ChIP-seq,257;GTEx Coexpression,74"	"ID2,STON1,LAMC1,PLXNC1,HSPA2,ADGRL3"
"gene_set_query"	"62"	"TSHZ1"	"201.3"	"ARCHS4 Coexpression,176;Enrichr Queries,380;GTEx Coexpression,48"	"PLK2,ID2,ID1,STON1,RTL5"
"gene_set_query"	"63"	"PRRX1"	"201.3"	"ARCHS4 Coexpression,1;Enrichr Queries,583;GTEx Coexpression,20"	"ZBTB47,IL1R1,CD109,LAMC1"
"gene_set_query"	"64"	"NKX23"	"202.5"	"ARCHS4 Coexpression,149;GTEx Coexpression,256"	"STON1,IL12RB2"
"gene_set_query"	"65"	"ZNF587B"	"202.5"	"ARCHS4 Coexpression,144;GTEx Coexpression,261"	"PHACTR2,ADGRL3"
"gene_set_query"	"66"	"ZNF503"	"204.3"	"ARCHS4 Coexpression,393;Enrichr Queries,21;GTEx Coexpression,199"	"PLK2,ID2,NT5DC2,ID1,STON1,LAMC1,CLU"
"gene_set_query"	"67"	"HOXD10"	"205.3"	"ARCHS4 Coexpression,136;Enrichr Queries,322;GTEx Coexpression,158"	"ID2,ID1,STON1,LAMC1,CLU"
"gene_set_query"	"68"	"BCL6B"	"206.0"	"ARCHS4 Coexpression,3;Enrichr Queries,607;GTEx Coexpression,8"	"IL1R1,PLK2,ID1,SNAI1,SH3BP5,PHACTR2,LAMC1"
"gene_set_query"	"69"	"NCOA3"	"206.0"	"ARCHS4 Coexpression,244;Enrichr Queries,78;ReMap ChIP-seq,75;GTEx Coexpression,427"	"ID2,ID1,SNAI1,SH3BP5,LAMC1,PTGR1,CLU"
"gene_set_query"	"70"	"CREB5"	"207.3"	"ARCHS4 Coexpression,324;Enrichr Queries,11;GTEx Coexpression,287"	"IL1R1,PLK2,ID2,PLXNC1,CLU"
"gene_set_query"	"71"	"KLF9"	"209.3"	"ARCHS4 Coexpression,23;Enrichr Queries,169;ReMap ChIP-seq,273;GTEx Coexpression,372"	"ZBTB47,IL1R1,PLK2,ID2,ID1,STON1,CLU"
"gene_set_query"	"72"	"SEBOX"	"213.5"	"ARCHS4 Coexpression,198;Enrichr Queries,229"	"ZBTB47,PLK2,ID2,ID1,CLU"
"gene_set_query"	"73"	"SHOX2"	"214.7"	"ARCHS4 Coexpression,67;Enrichr Queries,549;GTEx Coexpression,28"	"ZBTB47,CD109,ID2,ID1,LAMC1"
"gene_set_query"	"74"	"ZEB2"	"218.3"	"ARCHS4 Coexpression,370;Enrichr Queries,306;ReMap ChIP-seq,65;GTEx Coexpression,132"	"ID2,ID1,SNAI1,LAMC1,PLXNC1,ADGRL3"
"gene_set_query"	"75"	"NFE2L2"	"218.8"	"Literature ChIP-seq,43;ARCHS4 Coexpression,338;Enrichr Queries,343;ReMap ChIP-seq,102;GTEx Coexpression,268"	"IL1R1,ID2,ID1,SH3BP5,LAMC1,PTGR1,VSIG10L,CLU"
"gene_set_query"	"76"	"PCGF2"	"221.5"	"ARCHS4 Coexpression,357;ReMap ChIP-seq,86"	"NT5DC2,ABHD6,IL12RB2,ADGRL3"
"gene_set_query"	"77"	"RFX8"	"223.0"	"ARCHS4 Coexpression,321;GTEx Coexpression,125"	"CD109"
"gene_set_query"	"78"	"ETV1"	"224.3"	"ARCHS4 Coexpression,29;Enrichr Queries,183;ReMap ChIP-seq,240;GTEx Coexpression,445"	"PLK2,ID2,ID1,ST8SIA5,CLU,ADGRL3"
"gene_set_query"	"79"	"TBX18"	"228.7"	"ARCHS4 Coexpression,7;Enrichr Queries,582;GTEx Coexpression,97"	"IL1R1,ID2,CD109,LAMC1"
"gene_set_query"	"80"	"POU5F1"	"229.0"	"Literature ChIP-seq,33;ARCHS4 Coexpression,100;Enrichr Queries,690;ReMap ChIP-seq,168;GTEx Coexpression,154"	"CYP2S1,ID2,NT5DC2,ID1,SNAI1"
"gene_set_query"	"81"	"GTF2B"	"229.3"	"ARCHS4 Coexpression,228;ENCODE ChIP-seq,84;ReMap ChIP-seq,142;GTEx Coexpression,463"	"CD109,ID2,ID1,SNAI1"
"gene_set_query"	"82"	"BCL6"	"229.4"	"Literature ChIP-seq,110;ARCHS4 Coexpression,449;Enrichr Queries,40;ReMap ChIP-seq,235;GTEx Coexpression,313"	"IL1R1,ID2,PLK2,ID1,SH3BP5,PLXNC1,CLU"
"gene_set_query"	"83"	"ZNF217"	"229.8"	"Literature ChIP-seq,1;ARCHS4 Coexpression,789;ENCODE ChIP-seq,17;Enrichr Queries,74;ReMap ChIP-seq,173;GTEx Coexpression,325"	"ZBTB47,IL1R1,PLK2,ID2,CD109,ID1,SNAI1,SH3BP5,LAMC1,PTGR1"
"gene_set_query"	"84"	"MITF"	"230.0"	"Literature ChIP-seq,71;ARCHS4 Coexpression,186;Enrichr Queries,75;ReMap ChIP-seq,80;GTEx Coexpression,738"	"ID2,NT5DC2,PLK2,CD109,ID1,SNAI1,ABHD6,PLXNC1,LAMC1,CLU,IL12RB2"
"gene_set_query"	"85"	"TCF12"	"232.6"	"ARCHS4 Coexpression,240;ENCODE ChIP-seq,1;Enrichr Queries,787;ReMap ChIP-seq,126;GTEx Coexpression,9"	"ZBTB47,CD109,ID2,ID1,STON1,PHACTR2,LAMC1,CLU,ADGRL3"
"gene_set_query"	"86"	"ZNF331"	"235.3"	"ARCHS4 Coexpression,652;Enrichr Queries,53;GTEx Coexpression,1"	"ID2,PLK2,ID1,SNAI1,SH3BP5,RTL5,CLU"
"gene_set_query"	"87"	"RARG"	"236.8"	"Literature ChIP-seq,79;ARCHS4 Coexpression,435;Enrichr Queries,167;GTEx Coexpression,266"	"PLK2,ID2,ID1,LAMC1,VSIG10L"
"gene_set_query"	"88"	"SCMH1"	"237.0"	"ARCHS4 Coexpression,374;GTEx Coexpression,100"	"ZBTB47,STON1"
"gene_set_query"	"89"	"POU5F1B"	"237.0"	"ARCHS4 Coexpression,322;GTEx Coexpression,152"	"ZBTB47,CYP2S1"
"gene_set_query"	"90"	"HOXA11"	"237.3"	"ARCHS4 Coexpression,457;Enrichr Queries,188;GTEx Coexpression,67"	"IL1R1,ID2,ID1,STON1,SNAI1,LAMC1"
"gene_set_query"	"91"	"FOXO4"	"238.0"	"ARCHS4 Coexpression,249;Enrichr Queries,370;GTEx Coexpression,95"	"ZBTB47,ID2,ID1,CLU"
"gene_set_query"	"92"	"PHOX2A"	"238.7"	"ARCHS4 Coexpression,76;Enrichr Queries,541;GTEx Coexpression,99"	"NT5DC2,ID1,SNAI1,RTL5"
"gene_set_query"	"93"	"ZNF274"	"243.7"	"Literature ChIP-seq,70;ARCHS4 Coexpression,405;ENCODE ChIP-seq,86;Enrichr Queries,478;ReMap ChIP-seq,276;GTEx Coexpression,147"	"ID2,CYP2S1,ID1,HSPA2,LAMC1,ADGRL3"
"gene_set_query"	"94"	"SMAD5"	"243.8"	"ARCHS4 Coexpression,154;Enrichr Queries,351;ReMap ChIP-seq,278;GTEx Coexpression,192"	"ID2,PHACTR2,LAMC1"
"gene_set_query"	"95"	"ZNF75D"	"246.0"	"ARCHS4 Coexpression,241;Enrichr Queries,263;GTEx Coexpression,234"	"ID2,ID1,PHACTR2,PLXNC1,CLU"
"gene_set_query"	"96"	"FOXC2"	"246.7"	"ARCHS4 Coexpression,27;Enrichr Queries,638;GTEx Coexpression,75"	"ID2,CD109,ID1,SNAI1,LAMC1"
"gene_set_query"	"97"	"MBD4"	"246.8"	"ARCHS4 Coexpression,221;ENCODE ChIP-seq,70;Enrichr Queries,722;ReMap ChIP-seq,54;GTEx Coexpression,167"	"IL1R1,ID2,ID1,SNAI1,PLXNC1,LAMC1,CLU"
"gene_set_query"	"98"	"HOXD9"	"249.3"	"ARCHS4 Coexpression,65;Enrichr Queries,552;GTEx Coexpression,131"	"NT5DC2,ID1,STON1,SNAI1,LAMC1"
"gene_set_query"	"99"	"SRF"	"250.3"	"Literature ChIP-seq,87;ARCHS4 Coexpression,826;ENCODE ChIP-seq,76;Enrichr Queries,175;ReMap ChIP-seq,218;GTEx Coexpression,120"	"PLK2,ID2,ID1,STON1,ABHD6,LAMC1,CLU"
"gene_set_query"	"100"	"TGIF1"	"254.3"	"ARCHS4 Coexpression,187;Enrichr Queries,222;GTEx Coexpression,354"	"IL1R1,PLK2,ID2,CYP2S1,ID1,CLU"
"gene_set_query"	"101"	"MSANTD4"	"256.5"	"ARCHS4 Coexpression,441;GTEx Coexpression,72"	"ZBTB47,ADGRL3"
"gene_set_query"	"102"	"HOXD1"	"259.7"	"ARCHS4 Coexpression,472;Enrichr Queries,63;GTEx Coexpression,244"	"ID2,ID1,SNAI1,HSPA2"
"gene_set_query"	"103"	"AHR"	"259.8"	"Literature ChIP-seq,143;ARCHS4 Coexpression,99;Enrichr Queries,5;ReMap ChIP-seq,134;GTEx Coexpression,918"	"IL1R1,ID2,PLK2,CD109,ID1,SNAI1,LAMC1,CLU"
"gene_set_query"	"104"	"TFAP2C"	"260.0"	"Literature ChIP-seq,116;ARCHS4 Coexpression,550;ENCODE ChIP-seq,93;Enrichr Queries,108;ReMap ChIP-seq,129;GTEx Coexpression,564"	"PLK2,ID2,ID1,SNAI1,SH3BP5,CLU"
"gene_set_query"	"105"	"ZNF281"	"261.3"	"ARCHS4 Coexpression,280;Enrichr Queries,127;GTEx Coexpression,377"	"PLK2,ID2,CYP2S1,ID1,PLXNC1,LAMC1"
"gene_set_query"	"106"	"ZNF827"	"263.0"	"ARCHS4 Coexpression,505;Enrichr Queries,100;GTEx Coexpression,184"	"PLK2,ID2,ID1,LAMC1,RTL5,ADGRL3"
"gene_set_query"	"107"	"NCOA1"	"265.0"	"ARCHS4 Coexpression,310;Enrichr Queries,501;ReMap ChIP-seq,64;GTEx Coexpression,185"	"ID2,ID1,SNAI1,SH3BP5,PHACTR2,LAMC1,PLXNC1,ADGRL3"
"gene_set_query"	"108"	"TET2"	"269.0"	"ARCHS4 Coexpression,224;GTEx Coexpression,314"	"PLXNC1"
"gene_set_query"	"109"	"ARNTL2"	"273.3"	"ARCHS4 Coexpression,380;Enrichr Queries,44;GTEx Coexpression,396"	"PLK2,CD109,ID2,ID1,VSIG10L,CLU"
"gene_set_query"	"110"	"SOX12"	"274.7"	"ARCHS4 Coexpression,283;Enrichr Queries,475;GTEx Coexpression,66"	"ID2,NT5DC2,ID1,RTL5"
"gene_set_query"	"111"	"ARID5B"	"275.3"	"ARCHS4 Coexpression,203;Enrichr Queries,25;GTEx Coexpression,598"	"IL1R1,PLK2,ID2,ID1,PHACTR2,LAMC1"
"gene_set_query"	"112"	"RUNX2"	"276.4"	"Literature ChIP-seq,16;ARCHS4 Coexpression,1008;Enrichr Queries,26;ReMap ChIP-seq,85;GTEx Coexpression,247"	"ZBTB47,IL1R1,PLK2,ABHD6,LAMC1,CLU,CD109,ID2,SNAI1,ST8SIA5,PLXNC1,IL12RB2,ADGRL3"
"gene_set_query"	"113"	"GATA3"	"278.3"	"Literature ChIP-seq,22;ARCHS4 Coexpression,718;ENCODE ChIP-seq,6;Enrichr Queries,102;ReMap ChIP-seq,40;GTEx Coexpression,782"	"IL1R1,ID2,PLK2,CD109,ID1,SH3BP5,STON1,PTGR1,CLU"
"gene_set_query"	"114"	"RUNX1"	"279.2"	"Literature ChIP-seq,23;ARCHS4 Coexpression,664;Enrichr Queries,103;ReMap ChIP-seq,247;GTEx Coexpression,359"	"IL1R1,PLK2,ID2,ID1,SH3BP5,ABHD6,PLXNC1,CLU,IL12RB2"
"gene_set_query"	"115"	"GLI3"	"279.3"	"ARCHS4 Coexpression,772;Enrichr Queries,59;GTEx Coexpression,7"	"CD109,PLK2,ID2,STON1,LAMC1,CLU"
"gene_set_query"	"116"	"EGR1"	"282.3"	"Literature ChIP-seq,30;ARCHS4 Coexpression,1292;ENCODE ChIP-seq,34;Enrichr Queries,138;ReMap ChIP-seq,189;GTEx Coexpression,11"	"ZBTB47,PLK2,ABHD6,LAMC1,PTGR1,CLU,ID2,CD109,NT5DC2,ID1,SNAI1,SH3BP5,PHACTR2,PLXNC1,ADGRL3"
"gene_set_query"	"117"	"STAT3"	"289.2"	"Literature ChIP-seq,11;ARCHS4 Coexpression,460;ENCODE ChIP-seq,31;Enrichr Queries,610;ReMap ChIP-seq,250;GTEx Coexpression,373"	"IL1R1,ID2,PLK2,CD109,NT5DC2,ID1,SH3BP5,LAMC1,PTGR1,CLU,IL12RB2,ADGRL3"
"gene_set_query"	"118"	"FOXP2"	"290.7"	"Literature ChIP-seq,108;ARCHS4 Coexpression,346;ENCODE ChIP-seq,114;Enrichr Queries,654;ReMap ChIP-seq,231;GTEx Coexpression,291"	"PLK2,ID1,STON1,PLXNC1,ADGRL3"
"gene_set_query"	"119"	"TFAP2A"	"290.7"	"Literature ChIP-seq,84;ARCHS4 Coexpression,634;ENCODE ChIP-seq,52;Enrichr Queries,379;ReMap ChIP-seq,114;GTEx Coexpression,481"	"ZBTB47,PLK2,ID2,ID1,SNAI1,PLXNC1,RTL5"
"gene_set_query"	"120"	"ZSCAN31"	"292.0"	"ARCHS4 Coexpression,256;GTEx Coexpression,328"	"PLK2,HSPA2"
"gene_set_query"	"121"	"CSRNP2"	"293.0"	"ARCHS4 Coexpression,284;GTEx Coexpression,302"	"RTL5,ADGRL3"
"gene_set_query"	"122"	"HEY2"	"294.3"	"ARCHS4 Coexpression,359;Enrichr Queries,394;GTEx Coexpression,130"	"ID2,PLK2,CYP2S1,ID1"
"gene_set_query"	"123"	"CEBPD"	"294.6"	"Literature ChIP-seq,91;ARCHS4 Coexpression,882;ENCODE ChIP-seq,65;ReMap ChIP-seq,103;GTEx Coexpression,332"	"IL1R1,ID2,ID1,LAMC1,VSIG10L"
"gene_set_query"	"124"	"HOXA3"	"296.0"	"ARCHS4 Coexpression,401;Enrichr Queries,287;GTEx Coexpression,200"	"ID2,CD109,ID1,STON1,SNAI1"
"gene_set_query"	"125"	"XBP1"	"297.0"	"ARCHS4 Coexpression,372;Enrichr Queries,214;ReMap ChIP-seq,67;GTEx Coexpression,535"	"CD109,PLK2,ID2,ID1,SNAI1,CLU"
"gene_set_query"	"126"	"CREB3L1"	"297.3"	"ARCHS4 Coexpression,21;Enrichr Queries,9;ReMap ChIP-seq,113;GTEx Coexpression,1046"	"IL1R1,PLK2,ID2,ID1,LAMC1,VSIG10L,CLU"
"gene_set_query"	"127"	"EGR2"	"298.3"	"ARCHS4 Coexpression,423;Enrichr Queries,46;GTEx Coexpression,426"	"IL1R1,PLK2,ID2,ID1,CLU"
