Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1203"	"ZNF793"	"951.3"	"ARCHS4 Coexpression,1475;Enrichr Queries,1203;GTEx Coexpression,176"	"RTL5"
"gene_set_query"	"1204"	"ZNF226"	"952.3"	"ARCHS4 Coexpression,1469;Enrichr Queries,238;GTEx Coexpression,1150"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"1205"	"KLF17"	"952.3"	"ARCHS4 Coexpression,1051;Enrichr Queries,320;GTEx Coexpression,1486"	"ID2,SNAI1,ADGRL3"
"gene_set_query"	"1206"	"ZNF280B"	"952.5"	"ARCHS4 Coexpression,1408;Enrichr Queries,497"	"PLK2,PLXNC1,CLU"
"gene_set_query"	"1207"	"ZNF142"	"952.7"	"ARCHS4 Coexpression,1249;Enrichr Queries,1192;GTEx Coexpression,417"	"RTL5"
"gene_set_query"	"1208"	"ZNF480"	"952.7"	"ARCHS4 Coexpression,1463;Enrichr Queries,438;GTEx Coexpression,957"	"PLK2,ID2,ID1"
"gene_set_query"	"1209"	"FOXD4L6"	"953.5"	"ARCHS4 Coexpression,1048;Enrichr Queries,859"	"ID1"
"gene_set_query"	"1210"	"JRK"	"954.5"	"ARCHS4 Coexpression,625;GTEx Coexpression,1284"	""
"gene_set_query"	"1211"	"ZNF783"	"955.0"	"ARCHS4 Coexpression,966;Enrichr Queries,963;GTEx Coexpression,936"	"ID2"
"gene_set_query"	"1212"	"ZKSCAN8"	"956.5"	"ARCHS4 Coexpression,978;GTEx Coexpression,935"	""
"gene_set_query"	"1213"	"MBD2"	"958.0"	"ARCHS4 Coexpression,1283;Enrichr Queries,1037;ReMap ChIP-seq,179;GTEx Coexpression,1333"	"ID2,PLXNC1"
"gene_set_query"	"1214"	"DMRT3"	"958.0"	"ARCHS4 Coexpression,261;Enrichr Queries,1385;GTEx Coexpression,1228"	"ADGRL3"
"gene_set_query"	"1215"	"FOXR1"	"958.7"	"ARCHS4 Coexpression,1278;Enrichr Queries,858;GTEx Coexpression,740"	"IL12RB2"
"gene_set_query"	"1216"	"ZNF155"	"958.7"	"ARCHS4 Coexpression,1498;Enrichr Queries,555;GTEx Coexpression,823"	"PLK2,ID1"
"gene_set_query"	"1217"	"DMRTB1"	"959.3"	"ARCHS4 Coexpression,987;Enrichr Queries,885;GTEx Coexpression,1006"	"ID2"
"gene_set_query"	"1218"	"ZNF174"	"963.3"	"ARCHS4 Coexpression,650;Enrichr Queries,1277;GTEx Coexpression,963"	""
"gene_set_query"	"1219"	"IRF5"	"964.3"	"ARCHS4 Coexpression,834;Enrichr Queries,1138;GTEx Coexpression,921"	"ID2"
"gene_set_query"	"1220"	"ZNF43"	"966.3"	"ARCHS4 Coexpression,1445;Enrichr Queries,262;GTEx Coexpression,1192"	"ID2,ID1,CLU"
"gene_set_query"	"1221"	"E4F1"	"967.3"	"Literature ChIP-seq,163;ARCHS4 Coexpression,1010;Enrichr Queries,1135;GTEx Coexpression,1561"	"ID1"
"gene_set_query"	"1222"	"DMRTC2"	"968.0"	"ARCHS4 Coexpression,662;Enrichr Queries,1337;GTEx Coexpression,905"	""
"gene_set_query"	"1223"	"THAP3"	"968.3"	"ARCHS4 Coexpression,687;Enrichr Queries,684;GTEx Coexpression,1534"	"ID2,ID1"
"gene_set_query"	"1224"	"ZNF578"	"968.3"	"ARCHS4 Coexpression,1555;Enrichr Queries,1235;GTEx Coexpression,115"	"LAMC1"
"gene_set_query"	"1225"	"SPDEF"	"969.0"	"ARCHS4 Coexpression,659;Enrichr Queries,711;GTEx Coexpression,1537"	"ID2,ID1"
"gene_set_query"	"1226"	"ZNF236"	"969.7"	"ARCHS4 Coexpression,629;Enrichr Queries,1221;GTEx Coexpression,1059"	""
"gene_set_query"	"1227"	"PRDM16"	"970.0"	"Literature ChIP-seq,155;ARCHS4 Coexpression,941;Enrichr Queries,1333;GTEx Coexpression,1451"	""
"gene_set_query"	"1228"	"ZGLP1"	"971.0"	"ARCHS4 Coexpression,1547;GTEx Coexpression,395"	"RTL5"
"gene_set_query"	"1229"	"PAX2"	"971.0"	"ARCHS4 Coexpression,921;Enrichr Queries,1350;GTEx Coexpression,642"	""
"gene_set_query"	"1230"	"ZNF430"	"972.7"	"ARCHS4 Coexpression,1207;Enrichr Queries,1348;GTEx Coexpression,363"	"VSIG10L"
"gene_set_query"	"1231"	"SOX3"	"973.0"	"ARCHS4 Coexpression,886;Enrichr Queries,643;GTEx Coexpression,1390"	"ID2,ID1"
"gene_set_query"	"1232"	"ZSCAN5A"	"973.3"	"ARCHS4 Coexpression,1198;Enrichr Queries,371;GTEx Coexpression,1351"	"PLK2,ID2,ID1"
"gene_set_query"	"1233"	"TSHZ2"	"973.7"	"ARCHS4 Coexpression,1348;Enrichr Queries,30;GTEx Coexpression,1543"	"IL1R1,ID2,PLXNC1,CLU,ADGRL3"
"gene_set_query"	"1234"	"TPRX1"	"973.7"	"ARCHS4 Coexpression,1226;Enrichr Queries,666;GTEx Coexpression,1029"	"ST8SIA5,PLXNC1"
"gene_set_query"	"1235"	"OTP"	"974.3"	"ARCHS4 Coexpression,331;Enrichr Queries,1356;GTEx Coexpression,1236"	"ADGRL3"
"gene_set_query"	"1236"	"ZNF224"	"974.7"	"ARCHS4 Coexpression,1230;Enrichr Queries,985;GTEx Coexpression,709"	"PLXNC1"
"gene_set_query"	"1237"	"NANOGNB"	"977.5"	"ARCHS4 Coexpression,747;GTEx Coexpression,1208"	""
"gene_set_query"	"1238"	"ZSCAN22"	"978.3"	"ARCHS4 Coexpression,1213;Enrichr Queries,382;GTEx Coexpression,1340"	"PLK2,ID2,ID1"
"gene_set_query"	"1239"	"ZSCAN2"	"979.7"	"ARCHS4 Coexpression,1589;Enrichr Queries,177;GTEx Coexpression,1173"	"PLK2,ID2,NT5DC2,ID1"
"gene_set_query"	"1240"	"ELF2"	"980.7"	"ARCHS4 Coexpression,1374;Enrichr Queries,1073;GTEx Coexpression,495"	"ID2"
"gene_set_query"	"1241"	"FAM200B"	"982.0"	"ARCHS4 Coexpression,683;GTEx Coexpression,1281"	""
"gene_set_query"	"1242"	"CREB3L4"	"983.0"	"ARCHS4 Coexpression,701;Enrichr Queries,704;GTEx Coexpression,1544"	"ID2,ID1"
"gene_set_query"	"1243"	"HSF5"	"984.0"	"ARCHS4 Coexpression,767;Enrichr Queries,644;GTEx Coexpression,1541"	"PLXNC1,ADGRL3"
"gene_set_query"	"1244"	"ZNF775"	"984.7"	"ARCHS4 Coexpression,1066;Enrichr Queries,633;GTEx Coexpression,1255"	"ID2,ID1"
"gene_set_query"	"1245"	"ZNF347"	"985.3"	"ARCHS4 Coexpression,1336;Enrichr Queries,1174;GTEx Coexpression,446"	""
"gene_set_query"	"1246"	"ZNF576"	"985.7"	"ARCHS4 Coexpression,800;Enrichr Queries,991;GTEx Coexpression,1166"	"ID1"
"gene_set_query"	"1247"	"ZNF747"	"985.7"	"ARCHS4 Coexpression,1253;Enrichr Queries,557;GTEx Coexpression,1147"	"PHACTR2,LAMC1"
"gene_set_query"	"1248"	"BARHL2"	"986.0"	"ARCHS4 Coexpression,1100;Enrichr Queries,1384;GTEx Coexpression,474"	""
"gene_set_query"	"1249"	"CCDC169SOHLH2"	"986.0"	"ARCHS4 Coexpression,986"	""
"gene_set_query"	"1250"	"ZNF273"	"986.0"	"ARCHS4 Coexpression,1308;Enrichr Queries,1164;GTEx Coexpression,486"	""
"gene_set_query"	"1251"	"ZNF785"	"987.0"	"ARCHS4 Coexpression,1450;GTEx Coexpression,524"	""
"gene_set_query"	"1252"	"NFIA"	"987.3"	"ARCHS4 Coexpression,1324;Enrichr Queries,359;GTEx Coexpression,1279"	"ID2,LAMC1,CLU"
"gene_set_query"	"1253"	"HES5"	"987.7"	"ARCHS4 Coexpression,719;Enrichr Queries,705;GTEx Coexpression,1539"	"ID2,ID1"
"gene_set_query"	"1254"	"UNCX"	"987.7"	"ARCHS4 Coexpression,1115;Enrichr Queries,1361;GTEx Coexpression,487"	""
"gene_set_query"	"1255"	"ZNF346"	"989.7"	"ARCHS4 Coexpression,1262;Enrichr Queries,482;GTEx Coexpression,1225"	"PLK2,ID2,ID1"
"gene_set_query"	"1256"	"THRB"	"990.0"	"ARCHS4 Coexpression,1361;Enrichr Queries,279;GTEx Coexpression,1330"	"PLK2,CLU,ADGRL3"
"gene_set_query"	"1257"	"ZBTB24"	"990.3"	"ARCHS4 Coexpression,1409;Enrichr Queries,373;GTEx Coexpression,1189"	"PLK2,ID1,PHACTR2"
"gene_set_query"	"1258"	"KLF14"	"990.5"	"ARCHS4 Coexpression,672;Enrichr Queries,1309"	""
"gene_set_query"	"1259"	"THAP4"	"991.3"	"ARCHS4 Coexpression,496;Enrichr Queries,975;GTEx Coexpression,1503"	"NT5DC2,ID1"
"gene_set_query"	"1260"	"ZNF813"	"991.5"	"ARCHS4 Coexpression,1507;GTEx Coexpression,476"	""
"gene_set_query"	"1261"	"ZNF579"	"991.7"	"ARCHS4 Coexpression,1006;Enrichr Queries,863;GTEx Coexpression,1106"	"ID1"
"gene_set_query"	"1262"	"ZBED3"	"993.3"	"ARCHS4 Coexpression,1419;Enrichr Queries,131;GTEx Coexpression,1430"	"PLK2,ID2,ID1,LAMC1"
"gene_set_query"	"1263"	"KCMF1"	"995.7"	"ARCHS4 Coexpression,368;Enrichr Queries,1066;GTEx Coexpression,1553"	"ID2,CYP2S1"
"gene_set_query"	"1264"	"ZNF502"	"996.7"	"ARCHS4 Coexpression,866;Enrichr Queries,939;GTEx Coexpression,1185"	"ID2"
"gene_set_query"	"1265"	"FOXN4"	"997.0"	"ARCHS4 Coexpression,881;Enrichr Queries,1013;GTEx Coexpression,1097"	"CLU"
"gene_set_query"	"1266"	"MECP2"	"997.0"	"ARCHS4 Coexpression,1534;Enrichr Queries,1082;GTEx Coexpression,375"	"LAMC1,RTL5"
"gene_set_query"	"1267"	"FOXD4L5"	"997.3"	"ARCHS4 Coexpression,571;Enrichr Queries,854;GTEx Coexpression,1567"	"ADGRL3"
"gene_set_query"	"1268"	"SOX1"	"997.3"	"ARCHS4 Coexpression,820;Enrichr Queries,847;GTEx Coexpression,1325"	"ID2"
"gene_set_query"	"1269"	"ZNF788P"	"997.7"	"ARCHS4 Coexpression,1250;Enrichr Queries,880;GTEx Coexpression,863"	"ID1"
"gene_set_query"	"1270"	"SPIC"	"998.0"	"ARCHS4 Coexpression,996;Enrichr Queries,1078;GTEx Coexpression,920"	"ID2"
"gene_set_query"	"1271"	"ZNF335"	"998.5"	"ARCHS4 Coexpression,1114;Enrichr Queries,1122;ReMap ChIP-seq,297;GTEx Coexpression,1461"	"ID1"
"gene_set_query"	"1272"	"ZNF782"	"999.0"	"ARCHS4 Coexpression,1094;Enrichr Queries,626;GTEx Coexpression,1277"	"PLK2,CLU"
"gene_set_query"	"1273"	"ZNF653"	"999.0"	"ARCHS4 Coexpression,1241;Enrichr Queries,1020;GTEx Coexpression,736"	"ID1"
"gene_set_query"	"1274"	"ZNF835"	"999.3"	"ARCHS4 Coexpression,1558;Enrichr Queries,1253;GTEx Coexpression,187"	"RTL5"
"gene_set_query"	"1275"	"FOXD4L3"	"999.3"	"ARCHS4 Coexpression,641;Enrichr Queries,1372;GTEx Coexpression,985"	""
"gene_set_query"	"1276"	"FIGLA"	"999.7"	"ARCHS4 Coexpression,1200;Enrichr Queries,532;GTEx Coexpression,1267"	"SNAI1,IL12RB2"
"gene_set_query"	"1277"	"ZNF136"	"1000.0"	"ARCHS4 Coexpression,695;Enrichr Queries,901;GTEx Coexpression,1404"	"ID2"
"gene_set_query"	"1278"	"ZNF3"	"1000.0"	"ARCHS4 Coexpression,942;Enrichr Queries,978;GTEx Coexpression,1080"	"ID1"
"gene_set_query"	"1279"	"ZSCAN5B"	"1001.0"	"ARCHS4 Coexpression,1279;Enrichr Queries,1040;GTEx Coexpression,683"	"SNAI1"
"gene_set_query"	"1280"	"ZNF773"	"1001.0"	"ARCHS4 Coexpression,1369;Enrichr Queries,1101;GTEx Coexpression,532"	"ID1"
"gene_set_query"	"1281"	"ETV7"	"1002.0"	"ARCHS4 Coexpression,601;Enrichr Queries,1403;GTEx Coexpression,1003"	""
"gene_set_query"	"1282"	"RBAK"	"1004.0"	"ARCHS4 Coexpression,1413;Enrichr Queries,1047;GTEx Coexpression,552"	"ID1"
"gene_set_query"	"1283"	"POU4F3"	"1004.0"	"ARCHS4 Coexpression,104;Enrichr Queries,1380;GTEx Coexpression,1528"	"NT5DC2,HSPA2"
"gene_set_query"	"1284"	"NKRF"	"1005.0"	"ARCHS4 Coexpression,930;Enrichr Queries,1280;GTEx Coexpression,806"	""
"gene_set_query"	"1285"	"ZNF658"	"1006.0"	"ARCHS4 Coexpression,1601;Enrichr Queries,411"	"PLK2,ID1,CLU"
"gene_set_query"	"1286"	"MSC"	"1007.0"	"ARCHS4 Coexpression,830;Enrichr Queries,707;GTEx Coexpression,1483"	"IL1R1,ID2"
"gene_set_query"	"1287"	"ZFP91"	"1007.0"	"ARCHS4 Coexpression,358;Enrichr Queries,1136;GTEx Coexpression,1527"	"PHACTR2,LAMC1"
"gene_set_query"	"1288"	"GATAD2A"	"1009.0"	"ARCHS4 Coexpression,509;Enrichr Queries,1197;GTEx Coexpression,1320"	""
"gene_set_query"	"1289"	"ZNF550"	"1010.0"	"ARCHS4 Coexpression,1151;Enrichr Queries,1265;GTEx Coexpression,614"	""
"gene_set_query"	"1290"	"ZNF574"	"1011.0"	"ARCHS4 Coexpression,763;Enrichr Queries,1308;GTEx Coexpression,962"	""
"gene_set_query"	"1291"	"POU2F3"	"1011.0"	"ARCHS4 Coexpression,1554;Enrichr Queries,980;GTEx Coexpression,500"	"ID1"
"gene_set_query"	"1292"	"SPZ1"	"1013.0"	"ARCHS4 Coexpression,633;GTEx Coexpression,1393"	""
"gene_set_query"	"1293"	"ZNF841"	"1013.0"	"ARCHS4 Coexpression,1085;Enrichr Queries,667;GTEx Coexpression,1287"	"CD109,PLXNC1"
"gene_set_query"	"1294"	"ZNF740"	"1013.0"	"ARCHS4 Coexpression,1325;Enrichr Queries,1046;ReMap ChIP-seq,176;GTEx Coexpression,1505"	"ID2,SNAI1"
"gene_set_query"	"1295"	"ZNF442"	"1013.0"	"ARCHS4 Coexpression,1482;Enrichr Queries,109;GTEx Coexpression,1449"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"1296"	"ZNF77"	"1014.0"	"ARCHS4 Coexpression,1486;Enrichr Queries,768;GTEx Coexpression,787"	"ID2,ID1"
"gene_set_query"	"1297"	"ZNF609"	"1014.0"	"ARCHS4 Coexpression,556;Enrichr Queries,1125;GTEx Coexpression,1361"	"LAMC1"
"gene_set_query"	"1298"	"EN1"	"1014.0"	"ARCHS4 Coexpression,887;Enrichr Queries,1354;GTEx Coexpression,802"	""
"gene_set_query"	"1299"	"TFDP3"	"1015.0"	"ARCHS4 Coexpression,749;Enrichr Queries,1230;GTEx Coexpression,1066"	""
"gene_set_query"	"1300"	"DPF1"	"1015.0"	"ARCHS4 Coexpression,1367;Enrichr Queries,956;GTEx Coexpression,722"	"ID2"
"gene_set_query"	"1301"	"TMF1"	"1015.0"	"ARCHS4 Coexpression,427;GTEx Coexpression,1603"	"NT5DC2"
"gene_set_query"	"1302"	"ZNF582"	"1018.0"	"ARCHS4 Coexpression,917;Enrichr Queries,1064;GTEx Coexpression,1074"	"PLK2"
"gene_set_query"	"1303"	"ZNF131"	"1019.0"	"ARCHS4 Coexpression,1492;Enrichr Queries,808;GTEx Coexpression,756"	"ID2,ID1"
"gene_set_query"	"1304"	"ZNF717"	"1020.0"	"ARCHS4 Coexpression,1525;Enrichr Queries,535;GTEx Coexpression,1001"	"ID1,ADGRL3"
"gene_set_query"	"1305"	"ZNF639"	"1022.0"	"ARCHS4 Coexpression,1199;Enrichr Queries,1045;ReMap ChIP-seq,283;GTEx Coexpression,1560"	"ID2"
"gene_set_query"	"1306"	"TGIF2LX"	"1023.0"	"ARCHS4 Coexpression,447;Enrichr Queries,1030;GTEx Coexpression,1591"	"IL1R1,ADGRL3"
"gene_set_query"	"1307"	"MESP1"	"1023.0"	"ARCHS4 Coexpression,1366;Enrichr Queries,561;GTEx Coexpression,1143"	"ID1,SNAI1"
"gene_set_query"	"1308"	"FOXI2"	"1024.0"	"ARCHS4 Coexpression,1331;Enrichr Queries,1351;GTEx Coexpression,389"	"VSIG10L"
"gene_set_query"	"1309"	"ZNF543"	"1024.0"	"ARCHS4 Coexpression,1624;Enrichr Queries,982;GTEx Coexpression,467"	"LAMC1"
"gene_set_query"	"1310"	"YBX1"	"1025.0"	"ARCHS4 Coexpression,488;Enrichr Queries,1205;GTEx Coexpression,1382"	"NT5DC2"
"gene_set_query"	"1311"	"ZNF844"	"1026.0"	"ARCHS4 Coexpression,1202;GTEx Coexpression,850"	""
"gene_set_query"	"1312"	"OLIG1"	"1026.0"	"ARCHS4 Coexpression,1625;Enrichr Queries,10;GTEx Coexpression,1444"	"ID2,ID1,HSPA2,PLXNC1,CLU"
"gene_set_query"	"1313"	"PITX3"	"1027.0"	"ARCHS4 Coexpression,299;Enrichr Queries,1347;GTEx Coexpression,1434"	"ZBTB47"
"gene_set_query"	"1314"	"POGK"	"1027.0"	"ARCHS4 Coexpression,1222;Enrichr Queries,385;GTEx Coexpression,1473"	"PLK2,ID2,LAMC1"
"gene_set_query"	"1315"	"LCORL"	"1027.0"	"ARCHS4 Coexpression,1404;Enrichr Queries,1139;GTEx Coexpression,538"	"ID2"
"gene_set_query"	"1316"	"DMTF1"	"1027.0"	"ARCHS4 Coexpression,575;Enrichr Queries,967;GTEx Coexpression,1540"	"ID2"
"gene_set_query"	"1317"	"HELT"	"1027.0"	"ARCHS4 Coexpression,744;Enrichr Queries,1389;GTEx Coexpression,949"	""
"gene_set_query"	"1318"	"ZNF737"	"1028.0"	"ARCHS4 Coexpression,1023;GTEx Coexpression,1032"	""
"gene_set_query"	"1319"	"ZNF395"	"1029.0"	"ARCHS4 Coexpression,1172;Enrichr Queries,440;GTEx Coexpression,1475"	"ID2,ID1,CLU"
"gene_set_query"	"1320"	"SIX3"	"1030.0"	"ARCHS4 Coexpression,1432;Enrichr Queries,556;GTEx Coexpression,1102"	"ID2,ID1"
"gene_set_query"	"1321"	"ZNF559"	"1030.0"	"ARCHS4 Coexpression,825;Enrichr Queries,966;GTEx Coexpression,1300"	"ID2"
"gene_set_query"	"1322"	"ZNF487"	"1031.0"	"ARCHS4 Coexpression,1370;Enrichr Queries,153;GTEx Coexpression,1569"	"IL1R1,ID2,ID1,PLXNC1"
"gene_set_query"	"1323"	"NR2C1"	"1031.0"	"ARCHS4 Coexpression,1562;Enrichr Queries,753;GTEx Coexpression,779"	"PLK2,ID2"
"gene_set_query"	"1324"	"ZFP69"	"1032.0"	"ARCHS4 Coexpression,666;GTEx Coexpression,1397"	""
"gene_set_query"	"1325"	"ZNF572"	"1033.0"	"ARCHS4 Coexpression,1014;Enrichr Queries,502;GTEx Coexpression,1583"	"PLK2,ID2,ID1"
"gene_set_query"	"1326"	"ONECUT3"	"1035.0"	"ARCHS4 Coexpression,1398;Enrichr Queries,912;GTEx Coexpression,796"	"PLXNC1"
"gene_set_query"	"1327"	"ZNF276"	"1036.0"	"ARCHS4 Coexpression,1240;Enrichr Queries,819;GTEx Coexpression,1048"	"ID2,ID1"
"gene_set_query"	"1328"	"ZBTB49"	"1036.0"	"ARCHS4 Coexpression,1062;GTEx Coexpression,1010"	""
"gene_set_query"	"1329"	"KIN"	"1038.0"	"ARCHS4 Coexpression,1581;Enrichr Queries,1130;GTEx Coexpression,404"	"PLK2,PLXNC1"
"gene_set_query"	"1330"	"LBX1"	"1039.0"	"ARCHS4 Coexpression,451;Enrichr Queries,1395;GTEx Coexpression,1272"	"ZBTB47"
"gene_set_query"	"1331"	"ZNF777"	"1040.0"	"ARCHS4 Coexpression,1387;Enrichr Queries,1127;GTEx Coexpression,605"	"PLK2"
"gene_set_query"	"1332"	"ZNF362"	"1040.0"	"ARCHS4 Coexpression,1465;Enrichr Queries,612;GTEx Coexpression,1042"	"ID2,ID1"
"gene_set_query"	"1333"	"ZNF567"	"1040.0"	"ARCHS4 Coexpression,741;Enrichr Queries,910;GTEx Coexpression,1468"	"PLK2"
"gene_set_query"	"1334"	"ZNF70"	"1041.0"	"ARCHS4 Coexpression,1524;Enrichr Queries,1076;GTEx Coexpression,522"	"ID1"
"gene_set_query"	"1335"	"RFX6"	"1043.0"	"ARCHS4 Coexpression,390;Enrichr Queries,1267;GTEx Coexpression,1471"	"CLU"
"gene_set_query"	"1336"	"DMRT2"	"1044.0"	"ARCHS4 Coexpression,560;Enrichr Queries,1260;GTEx Coexpression,1313"	""
"gene_set_query"	"1337"	"ZNF891"	"1045.0"	"ARCHS4 Coexpression,1201;GTEx Coexpression,888"	""
"gene_set_query"	"1338"	"ZNF689"	"1045.0"	"ARCHS4 Coexpression,733;Enrichr Queries,1212;GTEx Coexpression,1190"	""
"gene_set_query"	"1339"	"ZNF875"	"1046.0"	"ARCHS4 Coexpression,906;Enrichr Queries,1161;GTEx Coexpression,1070"	""
"gene_set_query"	"1340"	"ZNF184"	"1046.0"	"ARCHS4 Coexpression,1264;Enrichr Queries,477;GTEx Coexpression,1396"	"PLK2,ID2,ID1"
"gene_set_query"	"1341"	"DRAP1"	"1047.0"	"ARCHS4 Coexpression,692;Enrichr Queries,1312;GTEx Coexpression,1136"	""
"gene_set_query"	"1342"	"GSX2"	"1047.0"	"ARCHS4 Coexpression,237;Enrichr Queries,1381;GTEx Coexpression,1522"	"CLU"
"gene_set_query"	"1343"	"ZNF333"	"1048.0"	"ARCHS4 Coexpression,1188;Enrichr Queries,1088;GTEx Coexpression,867"	"ID2"
"gene_set_query"	"1344"	"ZNF620"	"1049.0"	"ARCHS4 Coexpression,1341;Enrichr Queries,1229;GTEx Coexpression,576"	""
"gene_set_query"	"1345"	"ZNF512B"	"1049.0"	"ARCHS4 Coexpression,1118;Enrichr Queries,513;GTEx Coexpression,1517"	"ID1,PHACTR2,LAMC1"
"gene_set_query"	"1346"	"SP110"	"1050.0"	"ARCHS4 Coexpression,1209;Enrichr Queries,1358;GTEx Coexpression,583"	""
"gene_set_query"	"1347"	"ZSCAN29"	"1051.0"	"ARCHS4 Coexpression,1119;Enrichr Queries,1172;GTEx Coexpression,861"	""
"gene_set_query"	"1348"	"EVX2"	"1051.0"	"ARCHS4 Coexpression,193;Enrichr Queries,1397;GTEx Coexpression,1562"	"ZBTB47"
"gene_set_query"	"1349"	"ZNF98"	"1051.0"	"ARCHS4 Coexpression,1305;Enrichr Queries,1067;GTEx Coexpression,781"	"ADGRL3"
"gene_set_query"	"1350"	"GSC2"	"1052.0"	"ARCHS4 Coexpression,688;Enrichr Queries,1400;GTEx Coexpression,1068"	""
"gene_set_query"	"1351"	"REXO4"	"1054.0"	"ARCHS4 Coexpression,649;GTEx Coexpression,1458"	""
"gene_set_query"	"1352"	"ZNF705B"	"1054.0"	"ARCHS4 Coexpression,596;GTEx Coexpression,1512"	""
"gene_set_query"	"1353"	"NFATC3"	"1055.0"	"ARCHS4 Coexpression,1035;Enrichr Queries,1058;GTEx Coexpression,1071"	"ID2"
"gene_set_query"	"1354"	"PAX4"	"1055.0"	"ARCHS4 Coexpression,1098;Enrichr Queries,1273;GTEx Coexpression,795"	""
"gene_set_query"	"1355"	"ZNF546"	"1055.0"	"ARCHS4 Coexpression,1242;Enrichr Queries,816;GTEx Coexpression,1108"	"PLK2,PLXNC1"
"gene_set_query"	"1356"	"ZNF714"	"1056.0"	"ARCHS4 Coexpression,1604;Enrichr Queries,1301;GTEx Coexpression,263"	"VSIG10L"
"gene_set_query"	"1357"	"ZNF48"	"1056.0"	"ARCHS4 Coexpression,416;Enrichr Queries,1275;GTEx Coexpression,1478"	"NT5DC2"
"gene_set_query"	"1358"	"ZBTB48"	"1057.0"	"ARCHS4 Coexpression,837;Enrichr Queries,1154;GTEx Coexpression,1179"	"ID2"
"gene_set_query"	"1359"	"ZBTB14"	"1057.0"	"ARCHS4 Coexpression,1603;GTEx Coexpression,511"	""
"gene_set_query"	"1360"	"TFAP2E"	"1058.0"	"ARCHS4 Coexpression,1542;Enrichr Queries,1075;GTEx Coexpression,556"	"ID1"
"gene_set_query"	"1361"	"RFX7"	"1058.0"	"ARCHS4 Coexpression,977;Enrichr Queries,1193;GTEx Coexpression,1004"	""
"gene_set_query"	"1362"	"ZNF440"	"1059.0"	"ARCHS4 Coexpression,1235;Enrichr Queries,958;GTEx Coexpression,983"	"PLK2"
"gene_set_query"	"1363"	"ZNF433"	"1059.0"	"ARCHS4 Coexpression,1410;Enrichr Queries,312;GTEx Coexpression,1454"	"PLK2,ID2,ID1"
"gene_set_query"	"1364"	"MEIS3"	"1060.0"	"ARCHS4 Coexpression,1592;Enrichr Queries,205;GTEx Coexpression,1383"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"1365"	"JRKL"	"1060.0"	"ARCHS4 Coexpression,804;Enrichr Queries,811;GTEx Coexpression,1566"	"PLK2,PHACTR2"
"gene_set_query"	"1366"	"BAZ2B"	"1061.0"	"ARCHS4 Coexpression,947;Enrichr Queries,1188;GTEx Coexpression,1047"	""
"gene_set_query"	"1367"	"POU2AF1"	"1061.0"	"ARCHS4 Coexpression,1318;GTEx Coexpression,804"	""
"gene_set_query"	"1368"	"SP140"	"1061.0"	"ARCHS4 Coexpression,1320;Enrichr Queries,1171;GTEx Coexpression,692"	""
"gene_set_query"	"1369"	"VSX2"	"1062.0"	"ARCHS4 Coexpression,335;Enrichr Queries,1391;GTEx Coexpression,1459"	"STON1"
"gene_set_query"	"1370"	"ZNF627"	"1063.0"	"ARCHS4 Coexpression,1587;Enrichr Queries,366;GTEx Coexpression,1237"	"PLK2,ID2,ID1"
"gene_set_query"	"1371"	"ZNF195"	"1064.0"	"ARCHS4 Coexpression,1451;Enrichr Queries,923;GTEx Coexpression,818"	"ID1"
"gene_set_query"	"1372"	"ZNF41"	"1064.0"	"ARCHS4 Coexpression,700;Enrichr Queries,1190;GTEx Coexpression,1302"	""
"gene_set_query"	"1373"	"SOHLH2"	"1064.0"	"ARCHS4 Coexpression,1024;Enrichr Queries,716;GTEx Coexpression,1453"	"CLU,ADGRL3"
"gene_set_query"	"1374"	"ZNF180"	"1065.0"	"ARCHS4 Coexpression,1608;Enrichr Queries,649;GTEx Coexpression,939"	"ID2,ID1"
"gene_set_query"	"1375"	"ZNF514"	"1067.0"	"ARCHS4 Coexpression,755;Enrichr Queries,1323;GTEx Coexpression,1122"	""
"gene_set_query"	"1376"	"ZNF445"	"1067.0"	"ARCHS4 Coexpression,1127;Enrichr Queries,1247;GTEx Coexpression,828"	""
"gene_set_query"	"1377"	"HOXD12"	"1068.0"	"ARCHS4 Coexpression,1429;Enrichr Queries,1387;GTEx Coexpression,388"	"STON1"
"gene_set_query"	"1378"	"ZNF677"	"1069.0"	"ARCHS4 Coexpression,558;Enrichr Queries,1242;GTEx Coexpression,1406"	""
"gene_set_query"	"1379"	"ZNF556"	"1069.0"	"ARCHS4 Coexpression,1446;Enrichr Queries,925;GTEx Coexpression,835"	"ID1"
"gene_set_query"	"1380"	"ZNF765"	"1069.0"	"ARCHS4 Coexpression,1075;Enrichr Queries,1234;GTEx Coexpression,898"	""
"gene_set_query"	"1381"	"ZNF292"	"1071.0"	"ARCHS4 Coexpression,794;Enrichr Queries,1187;GTEx Coexpression,1231"	""
"gene_set_query"	"1382"	"ZNF99"	"1075.0"	"ARCHS4 Coexpression,1522;Enrichr Queries,1134;GTEx Coexpression,568"	"ADGRL3"
